,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
3579,B5 SH,NEWBY,2974.5,47.6,0.433,7.8,11.5,3.2,1,1,2
3580,B5 SH,NEWBY,2975,57.5,0.41,9.3,14.95,3,1,0.923,2
3581,B5 SH,NEWBY,2975.5,68.77,0.389,9.4,19,2.9,1,0.846,3
3582,B5 SH,NEWBY,2976,80.03,0.373,9.8,20.6,2.9,1,0.769,3
3583,B5 SH,NEWBY,2976.5,84.28,0.358,9,21.8,3,1,0.692,3
3584,B5 SH,NEWBY,2977,85.4,0.346,11.2,20.9,3.1,1,0.615,3
3585,B5 SH,NEWBY,2977.5,88.92,0.338,12.6,19.9,3.3,1,0.538,3
3586,B5 SH,NEWBY,2978,89.45,0.336,13.2,19.8,3.3,1,0.462,3
3587,B5 SH,NEWBY,2978.5,90.91,0.342,12.9,20.05,3.3,1,0.385,3
3588,B5 SH,NEWBY,2979,97.24,0.356,14.2,20.1,3.4,1,0.308,3
3589,B5 SH,NEWBY,2979.5,100.16,0.382,13,21.7,3.5,1,0.231,3
3590,B5 SH,NEWBY,2980,100.42,0.42,13.8,23,3.5,1,0.154,3
3591,B5 SH,NEWBY,2980.5,94.18,0.464,11.8,22.9,3.5,1,0.077,3
3592,B5 SH,NEWBY,2981,94.18,0.464,11.8,22.9,3.5,1,0.077,3
3593,B5 LM,NEWBY,2981.5,81.3,0.513,8.4,20.6,3.7,2,1,8
3594,B5 LM,NEWBY,2982,64.21,0.571,3.4,15,3.8,2,0.977,8
3595,B5 LM,NEWBY,2982.5,48.35,0.639,2.5,9.95,4.1,2,0.953,8
3596,B5 LM,NEWBY,2983,36.53,0.72,1.3,7.95,4.4,2,0.93,8
3597,B5 LM,NEWBY,2983.5,33.58,0.797,3.1,6.95,4.6,2,0.907,8
3598,B5 LM,NEWBY,2984,34.97,0.866,2.9,6.95,4.7,2,0.884,6
3599,B5 LM,NEWBY,2984.5,37.31,0.917,2.8,6.2,4.6,2,0.86,6
3600,B5 LM,NEWBY,2985,38.17,0.944,2.7,5.35,4.7,2,0.837,5
3601,B5 LM,NEWBY,2985.5,38.05,0.957,2.8,4.7,4.8,2,0.814,5
3602,B5 LM,NEWBY,2986,35.15,0.957,2.1,4.15,4.8,2,0.791,5
3603,B5 LM,NEWBY,2986.5,32.92,0.947,1.4,3.1,4.8,2,0.767,5
3604,B5 LM,NEWBY,2987,30.87,0.927,0.8,2.6,4.9,2,0.744,5
3605,B5 LM,NEWBY,2987.5,30.25,0.894,-0.4,3.3,4.9,2,0.721,6
3606,B5 LM,NEWBY,2988,31.22,0.846,-1.4,5.5,4.9,2,0.698,6
3607,B5 LM,NEWBY,2988.5,34.06,0.78,-1.9,7.95,4.8,2,0.674,6
3608,B5 LM,NEWBY,2989,35.49,0.704,-2.8,9.8,4.8,2,0.651,6
3609,B5 LM,NEWBY,2989.5,36.73,0.617,-3.2,10.7,4.9,2,0.628,6
3610,B5 LM,NEWBY,2990,37.54,0.542,-4.8,12.2,4.8,2,0.605,9
3611,B5 LM,NEWBY,2990.5,35.97,0.48,-5.7,14.35,4.7,2,0.581,9
3612,B5 LM,NEWBY,2991,35.91,0.433,-6.2,16.4,4.7,2,0.558,9
3613,B5 LM,NEWBY,2991.5,36.21,0.396,-7,17.3,4.7,2,0.535,9
3614,B5 LM,NEWBY,2992,34.79,0.371,-7.1,17.45,4.6,2,0.512,9
3615,B5 LM,NEWBY,2992.5,34.92,0.358,-7.1,17.75,4.6,2,0.488,9
3616,B5 LM,NEWBY,2993,35.83,0.358,-6.2,17.6,4.6,2,0.465,9
3617,B5 LM,NEWBY,2993.5,35.65,0.367,-4.9,16.65,4.6,2,0.442,9
3618,B5 LM,NEWBY,2994,37.74,0.375,-5.3,15.95,4.6,2,0.419,9
3619,B5 LM,NEWBY,2994.5,41.79,0.377,-5,14.9,4.5,2,0.395,9
3620,B5 LM,NEWBY,2995,46.41,0.369,-5.1,14.35,4.5,2,0.372,9
3621,B5 LM,NEWBY,2995.5,51.44,0.356,-6.1,14.95,4.5,2,0.349,9
3622,B5 LM,NEWBY,2996,54.21,0.344,-5.8,16.1,4.5,2,0.326,9
3623,B5 LM,NEWBY,2996.5,52.96,0.34,-5.3,17.45,4.6,2,0.302,9
3624,B5 LM,NEWBY,2997,50.39,0.346,-4.2,18.3,4.6,2,0.279,9
3625,B5 LM,NEWBY,2997.5,50,0.36,-3.7,17.55,4.6,2,0.256,9
3626,B5 LM,NEWBY,2998,60.82,0.384,-3.8,15.2,4.7,2,0.233,9
3627,B5 LM,NEWBY,2998.5,99.31,0.418,-3.4,11.6,4.6,2,0.209,9
3628,B5 LM,NEWBY,2999,166.94,0.464,-2.5,8.25,4.6,2,0.186,6
3629,B5 LM,NEWBY,2999.5,235.25,0.526,-0.1,5.85,4.6,2,0.163,6
3630,B5 LM,NEWBY,3000,285.47,0.599,3,4.6,4.4,2,0.14,6
3631,B5 LM,NEWBY,3000.5,305.87,0.666,4.4,4.8,4.3,2,0.116,6
3632,B5 LM,NEWBY,3001,291.37,0.703,4.9,5.05,4.2,2,0.093,6
3633,B5 LM,NEWBY,3001.5,252.41,0.7,4.2,5.9,3.9,2,0.07,6
3634,B5 LM,NEWBY,3002,208.53,0.669,0.3,10.15,3.6,2,0.047,8
3635,B5 LM,NEWBY,3002.5,169.07,0.631,-0.2,15,3.4,2,0.023,5
3636,C SH,NEWBY,3003,136.52,0.594,2.5,17.75,3.4,1,1,3
3637,C SH,NEWBY,3003.5,108.53,0.561,6.2,20.7,3.3,1,0.976,3
3638,C SH,NEWBY,3004,89.16,0.533,10.4,19.6,3.4,1,0.951,3
3639,C SH,NEWBY,3004.5,80.39,0.513,13.5,18.25,3.5,1,0.927,3
3640,C SH,NEWBY,3005,78.07,0.501,14.3,18.05,3.6,1,0.902,3
3641,C SH,NEWBY,3005.5,76.31,0.496,13.7,18.35,3.6,1,0.878,3
3642,C SH,NEWBY,3006,72.35,0.497,13.2,18.6,3.7,1,0.854,3
3643,C SH,NEWBY,3006.5,74.77,0.504,11.8,19.3,3.7,1,0.829,3
3644,C SH,NEWBY,3007,75.05,0.515,11.5,19.55,3.8,1,0.805,3
3645,C SH,NEWBY,3007.5,71.98,0.529,10.5,19.35,3.8,1,0.78,3
3646,C SH,NEWBY,3008,71.05,0.542,10.4,17.9,3.7,1,0.756,3
3647,C SH,NEWBY,3008.5,68.96,0.549,10.7,15.75,3.7,1,0.732,3
3648,C SH,NEWBY,3009,64.84,0.554,10.6,13.6,3.6,1,0.707,2
3649,C SH,NEWBY,3009.5,65.22,0.558,10.6,12.6,3.6,1,0.683,2
3650,C SH,NEWBY,3010,66.6,0.565,10.8,13.5,3.5,1,0.659,2
3651,C SH,NEWBY,3010.5,68.59,0.574,12.4,14.6,3.5,1,0.634,2
3652,C SH,NEWBY,3011,73.44,0.585,12.6,16.7,3.5,1,0.61,2
3653,C SH,NEWBY,3011.5,76.76,0.595,14.4,16.7,3.4,1,0.585,2
3654,C SH,NEWBY,3012,78.76,0.603,14.2,16.6,3.4,1,0.561,2
3655,C SH,NEWBY,3012.5,80.33,0.607,12.5,16.15,3.6,1,0.537,2
3656,C SH,NEWBY,3013,77.14,0.613,9.8,15.7,3.7,1,0.512,2
3657,C SH,NEWBY,3013.5,71.91,0.621,9.5,13.95,3.7,1,0.488,2
3658,C SH,NEWBY,3014,68.44,0.631,8.8,13,3.8,1,0.463,2
3659,C SH,NEWBY,3014.5,64.99,0.64,10.6,11.3,3.8,1,0.439,2
3660,C SH,NEWBY,3015,64.47,0.643,8.6,12.1,3.7,1,0.415,2
3661,C SH,NEWBY,3015.5,64.96,0.632,9.1,12.15,3.6,1,0.39,2
3662,C SH,NEWBY,3016,66.29,0.609,9.9,12.55,3.4,1,0.366,2
3663,C SH,NEWBY,3016.5,67.6,0.577,10.4,12.8,3.4,1,0.341,2
3664,C SH,NEWBY,3017,67.43,0.545,8,15.8,3.3,1,0.317,2
3665,C SH,NEWBY,3017.5,68.87,0.52,5.8,19.5,3.2,1,0.293,2
3666,C SH,NEWBY,3018,73.88,0.502,6.1,21.45,3.3,1,0.268,2
3667,C SH,NEWBY,3018.5,77.89,0.49,6.5,23.15,3.4,1,0.244,2
3668,C SH,NEWBY,3019,83.49,0.484,6.3,23.15,3.4,1,0.22,2
3669,C SH,NEWBY,3019.5,87.98,0.484,9.9,21.65,3.4,1,0.195,2
3670,C SH,NEWBY,3020,86.45,0.497,9.5,21.25,3.4,1,0.171,2
3671,C SH,NEWBY,3020.5,86.29,0.521,10.3,19.95,3.4,1,0.146,2
3672,C SH,NEWBY,3021,82.18,0.565,14.1,17.95,3.6,1,0.122,2
3673,C SH,NEWBY,3021.5,77.07,0.621,8.9,20.65,3.5,1,0.098,2
3674,C SH,NEWBY,3022,72.45,0.689,8.5,21.65,3.8,1,0.073,2
3675,C SH,NEWBY,3022.5,63.1,0.753,4.9,20.55,3.8,1,0.049,2
3676,C SH,NEWBY,3023,49.23,0.806,-1.4,15.3,3.9,1,0.024,2
3677,C LM,NEWBY,3023.5,37.7,0.852,0.8,9,4.3,2,1,8
3678,C LM,NEWBY,3024,26.37,0.89,2.4,6.1,4.5,2,0.989,8
3679,C LM,NEWBY,3024.5,19.57,0.916,0.6,7,4.5,2,0.978,6
3680,C LM,NEWBY,3025,17.32,0.916,0.4,7,4.3,2,0.966,6
3681,C LM,NEWBY,3025.5,17.09,0.891,0.2,6.1,4.1,2,0.955,6
3682,C LM,NEWBY,3026,19.53,0.856,-0.1,5.75,3.9,2,0.944,6
3683,C LM,NEWBY,3026.5,25.62,0.826,0.7,6.25,3.7,2,0.933,6
3684,C LM,NEWBY,3027,33.05,0.808,2.5,7.85,3.5,2,0.921,6
3685,C LM,NEWBY,3027.5,42.69,0.796,5.2,9.9,3.4,2,0.91,6
3686,C LM,NEWBY,3028,47.37,0.786,6.1,10.75,3.4,2,0.899,6
3687,C LM,NEWBY,3028.5,47.9,0.781,6,9.9,3.5,2,0.888,6
3688,C LM,NEWBY,3029,45.19,0.787,4.5,8.95,3.6,2,0.876,6
3689,C LM,NEWBY,3029.5,40.54,0.812,3.5,8.55,3.7,2,0.865,6
3690,C LM,NEWBY,3030,38.91,0.851,2.7,8.45,3.8,2,0.854,6
3691,C LM,NEWBY,3030.5,39.62,0.898,2.2,8.1,4.1,2,0.843,6
3692,C LM,NEWBY,3031,38.84,0.936,2.7,6.85,4,2,0.831,6
3693,C LM,NEWBY,3031.5,37.8,0.961,1,6,4.2,2,0.82,6
3694,C LM,NEWBY,3032,35.03,0.979,0.2,5.1,4.2,2,0.809,6
3695,C LM,NEWBY,3032.5,33.44,0.999,-0.3,4.95,4.1,2,0.798,6
3696,C LM,NEWBY,3033,36.21,1.024,0.1,5.75,3.9,2,0.787,6
3697,C LM,NEWBY,3033.5,40.89,1.05,1.4,6.8,3.9,2,0.775,6
3698,C LM,NEWBY,3034,43.3,1.063,2.6,7.4,3.9,2,0.764,6
3699,C LM,NEWBY,3034.5,43.27,1.06,1.9,7.05,3.7,2,0.753,6
3700,C LM,NEWBY,3035,38.84,1.048,0.3,5.45,3.8,2,0.742,6
3701,C LM,NEWBY,3035.5,35.26,1.04,-1,4.6,4,2,0.73,6
3702,C LM,NEWBY,3036,31.52,1.039,-1,4.4,3.9,2,0.719,6
3703,C LM,NEWBY,3036.5,34.32,1.042,0.4,4.7,3.9,2,0.708,6
3704,C LM,NEWBY,3037,37.35,1.043,1.5,5.65,4,2,0.697,6
3705,C LM,NEWBY,3037.5,39.69,1.035,2.4,6.4,4,2,0.685,6
3706,C LM,NEWBY,3038,43.08,1.024,2.1,7.05,3.9,2,0.674,6
3707,C LM,NEWBY,3038.5,46.27,1.015,1.5,7.15,3.8,2,0.663,6
3708,C LM,NEWBY,3039,47.77,1.009,1,7.4,3.8,2,0.652,6
3709,C LM,NEWBY,3039.5,49.96,1.008,0.3,7.45,3.9,2,0.64,6
3710,C LM,NEWBY,3040,51.09,1.008,1.3,6.65,4,2,0.629,6
3711,C LM,NEWBY,3040.5,50.21,1.007,1.6,5.7,4.1,2,0.618,6
3712,C LM,NEWBY,3041,50.4,1.003,2,5.5,4.1,2,0.607,6
3713,C LM,NEWBY,3041.5,50.99,0.994,3.1,5.75,4.2,2,0.596,6
3714,C LM,NEWBY,3042,49.18,0.973,3.4,6.6,4.2,2,0.584,6
3715,C LM,NEWBY,3042.5,48.64,0.94,4.1,6.85,4.1,2,0.573,6
3716,C LM,NEWBY,3043,47.11,0.909,3.9,7.25,4,2,0.562,6
3717,C LM,NEWBY,3043.5,48.61,0.889,2.9,7.85,3.9,2,0.551,6
3718,C LM,NEWBY,3044,55.32,0.888,3,8.3,3.9,2,0.539,4
3719,C LM,NEWBY,3044.5,60.5,0.907,4.2,9,3.9,2,0.528,4
3720,C LM,NEWBY,3045,69.16,0.939,6.3,9.45,4,2,0.517,6
3721,C LM,NEWBY,3045.5,77.53,0.979,6.6,8,4.2,2,0.506,6
3722,C LM,NEWBY,3046,76.88,1.022,4.3,6.15,4.4,2,0.494,6
3723,C LM,NEWBY,3046.5,70.4,1.064,2.4,4,4.4,2,0.483,9
3724,C LM,NEWBY,3047,63.2,1.101,1.4,2.4,4.3,2,0.472,9
3725,C LM,NEWBY,3047.5,53.89,1.118,-0.4,2.3,4.2,2,0.461,9
3726,C LM,NEWBY,3048,56.2,1.107,-1.2,2.7,4.2,2,0.449,9
3727,C LM,NEWBY,3048.5,78.23,1.074,-0.4,3.1,4.1,2,0.438,6
3728,C LM,NEWBY,3049,112.92,1.022,-0.8,5.1,4.1,2,0.427,6
3729,C LM,NEWBY,3049.5,144.15,0.963,0.4,7.7,4.1,2,0.416,6
3730,C LM,NEWBY,3050,157.21,0.899,4.1,9.95,4.4,2,0.404,4
3731,C LM,NEWBY,3050.5,152.6,0.839,5.6,11.4,4.2,2,0.393,5
3732,C LM,NEWBY,3051,140.93,0.792,6.1,12.25,4.1,2,0.382,4
3733,C LM,NEWBY,3051.5,122.45,0.761,6.6,13.3,4,2,0.371,4
3734,C LM,NEWBY,3052,110.67,0.748,7.5,15.15,3.9,2,0.36,4
3735,C LM,NEWBY,3052.5,108.85,0.754,7.3,15.85,3.6,2,0.348,4
3736,C LM,NEWBY,3053,105.74,0.775,8.5,16.05,3.6,2,0.337,4
3737,C LM,NEWBY,3053.5,100.04,0.803,9.5,16.85,3.7,2,0.326,4
3738,C LM,NEWBY,3054,92.64,0.828,9.5,16.05,3.9,2,0.315,4
3739,C LM,NEWBY,3054.5,80.47,0.841,6.8,12.5,4,2,0.303,6
3740,C LM,NEWBY,3055,66.94,0.838,4,8,4.2,2,0.292,6
3741,C LM,NEWBY,3055.5,54.06,0.823,1.9,5.45,4.3,2,0.281,6
3742,C LM,NEWBY,3056,47.87,0.797,0.7,4.85,4.4,2,0.27,6
3743,C LM,NEWBY,3056.5,49.34,0.763,2.3,4.85,4.1,2,0.258,6
3744,C LM,NEWBY,3057,59.88,0.721,3.2,7.2,3.9,2,0.247,8
