,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
3083,B5 LM,NOLAN,3001.5,66.438,0.249,2.656,9.112,7.172,2,0.667,8
3084,B5 LM,NOLAN,3002,80.5,0.265,4.468,7.153,6.094,2,0.639,8
3085,B5 LM,NOLAN,3002.5,93.313,0.282,5.942,8.17,5.77,2,0.611,8
3086,B5 LM,NOLAN,3003,103.125,0.295,5.154,11.154,5.332,2,0.583,8
3087,B5 LM,NOLAN,3003.5,114.25,0.281,4.109,14.104,5.07,2,0.556,8
3088,B5 LM,NOLAN,3004,131.625,0.252,2.51,15.703,5.094,2,0.528,8
3089,B5 LM,NOLAN,3004.5,141.75,0.22,1.815,16.154,5.465,2,0.5,8
3090,B5 LM,NOLAN,3005,129.5,0.192,1.351,15.69,5.82,2,0.472,8
3091,B5 LM,NOLAN,3005.5,120.25,0.176,1.303,15.982,5.324,2,0.444,8
3092,B5 LM,NOLAN,3006,106.625,0.172,2.035,16.374,5.129,2,0.417,8
3093,B5 LM,NOLAN,3006.5,105,0.18,2.762,16.867,4.633,2,0.389,8
3094,B5 LM,NOLAN,3007,97.438,0.194,2.51,16.387,4.77,2,0.361,8
3095,B5 LM,NOLAN,3007.5,97.688,0.215,1.906,15.672,4.754,2,0.333,8
3096,B5 LM,NOLAN,3008,105.875,0.243,1.906,15.672,4.754,2,0.306,5
3097,B5 LM,NOLAN,3008.5,135.625,0.279,1.313,15.191,5.074,2,0.278,5
3098,B5 LM,NOLAN,3009,164.25,0.323,1.41,14.264,4.984,2,0.25,5
3099,B5 LM,NOLAN,3009.5,168.375,0.376,1.364,13.528,4.836,2,0.222,5
3100,B5 LM,NOLAN,3010,137.875,0.434,0.981,12.349,4.977,2,0.194,8
3101,B5 LM,NOLAN,3010.5,98.188,0.484,0.99,12.242,5.039,2,0.167,8
3102,B5 LM,NOLAN,3011,79.188,0.519,0.655,11.796,5.141,2,0.139,8
3103,B5 LM,NOLAN,3011.5,76.188,0.529,-0.093,10.591,4.699,2,0.111,6
3104,B5 LM,NOLAN,3012,88.25,0.52,-0.871,9.123,4.574,2,0.083,6
3105,B5 LM,NOLAN,3012.5,102.75,0.512,0.179,8.805,4.602,2,0.056,8
3106,B5 LM,NOLAN,3013,107.563,0.517,3.99,11.586,4.754,2,0.028,8
3107,C SH,NOLAN,3013.5,110.938,0.517,8.549,14.888,3.9,1,1,3
3108,C SH,NOLAN,3014,104,0.501,9.149,16.974,3.231,1,0.974,3
3109,C SH,NOLAN,3014.5,98.563,0.474,5.552,18.862,2.744,1,0.947,3
3110,C SH,NOLAN,3015,91.125,0.447,3.698,17.347,2.805,1,0.921,3
3111,C SH,NOLAN,3015.5,93.125,0.425,3.835,16.233,3.076,1,0.895,3
3112,C SH,NOLAN,3016,101.938,0.422,6.177,15.259,3.545,1,0.868,3
3113,C SH,NOLAN,3016.5,107.313,0.426,6.533,16.416,3.492,1,0.842,3
3114,C SH,NOLAN,3017,112.563,0.424,7.422,17.188,3.381,1,0.816,3
3115,C SH,NOLAN,3017.5,110.375,0.427,6.891,16.546,3.289,1,0.789,3
3116,C SH,NOLAN,3018,113.5,0.434,8.294,16.803,3.184,1,0.763,3
3117,C SH,NOLAN,3018.5,107.938,0.438,7.729,18.296,3.16,1,0.737,3
3118,C SH,NOLAN,3019,103.5,0.448,7.826,19.762,3.15,1,0.711,3
3119,C SH,NOLAN,3019.5,100.25,0.467,5.943,19.253,3.211,1,0.684,3
3120,C SH,NOLAN,3020,94.5,0.483,5.733,18.242,3.299,1,0.658,3
3121,C SH,NOLAN,3020.5,94,0.502,5.628,16.54,3.625,1,0.632,3
3122,C SH,NOLAN,3021,91.188,0.526,6.157,16.841,3.656,1,0.605,2
3123,C SH,NOLAN,3021.5,89.938,0.545,6.614,16.725,3.83,1,0.579,2
3124,C SH,NOLAN,3022,86.5,0.562,7.713,17.14,3.617,1,0.553,3
3125,C SH,NOLAN,3022.5,77.938,0.576,7.04,15.665,3.609,1,0.526,3
3126,C SH,NOLAN,3023,76.813,0.582,6.162,14.443,3.682,1,0.5,2
3127,C SH,NOLAN,3023.5,77.688,0.585,4.795,13.076,3.836,1,0.474,2
3128,C SH,NOLAN,3024,77.563,0.593,4.761,13.159,4.262,1,0.447,2
3129,C SH,NOLAN,3024.5,78.563,0.595,4.461,12.97,4.102,1,0.421,2
3130,C SH,NOLAN,3025,76,0.593,4.411,13.265,3.957,1,0.395,2
3131,C SH,NOLAN,3025.5,80.688,0.591,4.974,12.799,3.75,1,0.368,2
3132,C SH,NOLAN,3026,82.125,0.585,6.129,13.158,3.871,1,0.342,2
3133,C SH,NOLAN,3026.5,84.5,0.57,6.155,13.523,3.973,1,0.316,2
3134,C SH,NOLAN,3027,86.688,0.557,5.999,13.484,3.674,1,0.289,2
3135,C SH,NOLAN,3027.5,87.25,0.546,5.884,13.598,3.596,1,0.263,2
3136,C SH,NOLAN,3028,87.375,0.531,6.392,13.188,3.467,1,0.237,2
3137,C SH,NOLAN,3028.5,87,0.518,5.941,13.883,3.676,1,0.211,2
3138,C SH,NOLAN,3029,97.375,0.519,7.357,15.299,3.641,1,0.184,2
3139,C SH,NOLAN,3029.5,100.563,0.515,6.842,17.865,3.365,1,0.158,2
3140,C SH,NOLAN,3030,102.625,0.516,6.555,18.152,3.242,1,0.132,2
3141,C SH,NOLAN,3030.5,93.75,0.53,3.788,17.209,3.176,1,0.105,2
3142,C SH,NOLAN,3031,94.938,0.562,6.043,16.955,3.318,1,0.079,3
3143,C LM,NOLAN,3031.5,81.125,0.597,5.83,19.023,3.131,1,0.053,8
3144,C LM,NOLAN,3032,58.188,0.643,6.517,15.26,3.334,1,0.026,8
3145,C LM,NOLAN,3032.5,32.969,0.69,2.971,11.14,3.518,2,1,8
3146,C LM,NOLAN,3033,20.969,0.734,2.578,6.748,4.121,2,0.991,8
3147,C LM,NOLAN,3033.5,14.461,0.782,1.403,6.947,4,2,0.982,8
3148,C LM,NOLAN,3034,13.609,0.859,0.948,7.059,4.305,2,0.973,8
3149,C LM,NOLAN,3034.5,13.25,0.908,-0.063,7.534,4.555,2,0.964,8
3150,C LM,NOLAN,3035,19.219,0.909,0.336,7.476,4.731,2,0.955,8
3151,C LM,NOLAN,3035.5,19.641,0.888,0.842,7.41,3.815,2,0.946,8
3152,C LM,NOLAN,3036,24.266,0.862,1.437,6.864,3.117,2,0.938,5
3153,C LM,NOLAN,3036.5,26.141,0.818,1.16,7.727,2.75,2,0.929,5
3154,C LM,NOLAN,3037,29.594,0.773,2.348,8.687,2.957,2,0.92,5
3155,C LM,NOLAN,3037.5,32.938,0.734,3.005,10.374,3.078,2,0.911,5
3156,C LM,NOLAN,3038,36.844,0.697,3.034,12.005,3.283,2,0.902,5
3157,C LM,NOLAN,3038.5,44.188,0.667,2.897,12.435,3.172,2,0.893,5
3158,C LM,NOLAN,3039,50.625,0.661,3.849,12.703,3.031,2,0.884,5
3159,C LM,NOLAN,3039.5,57,0.672,5.339,12.825,2.932,2,0.875,4
3160,C LM,NOLAN,3040,57.469,0.69,5.764,13.132,2.943,2,0.866,4
3161,C LM,NOLAN,3040.5,48.531,0.709,5.243,12.384,3.182,2,0.857,4
3162,C LM,NOLAN,3041,40.469,0.728,3.199,10.228,3.137,2,0.848,5
3163,C LM,NOLAN,3041.5,32.813,0.752,1.314,8.11,3.356,2,0.839,6
3164,C LM,NOLAN,3042,38.563,0.79,0.809,6.809,3.557,2,0.83,5
3165,C LM,NOLAN,3042.5,46.906,0.844,1.924,7.696,3.481,2,0.821,5
3166,C LM,NOLAN,3043,54.594,0.896,2.275,8.614,3.354,2,0.813,5
3167,C LM,NOLAN,3043.5,51.219,0.931,1.239,8.38,3.443,2,0.804,5
3168,C LM,NOLAN,3044,40.688,0.94,-0.242,6.443,3.871,2,0.795,5
3169,C LM,NOLAN,3044.5,34.406,0.939,-0.591,5.181,4.105,2,0.786,5
3170,C LM,NOLAN,3045,31.297,0.95,-0.182,4.333,4.109,2,0.777,5
3171,C LM,NOLAN,3045.5,36.469,0.967,0.169,4.567,4.125,2,0.768,5
3172,C LM,NOLAN,3046,38.906,0.972,0.217,4.959,4.098,2,0.759,5
3173,C LM,NOLAN,3046.5,41.906,0.969,0.117,5.889,3.783,2,0.75,5
3174,C LM,NOLAN,3047,38.719,0.957,0.069,6.181,3.594,2,0.741,5
3175,C LM,NOLAN,3047.5,38.125,0.938,0.288,6.744,3.57,2,0.732,5
3176,C LM,NOLAN,3048,41.969,0.915,0.516,6.516,3.65,2,0.723,5
3177,C LM,NOLAN,3048.5,45.031,0.89,1.186,6.04,3.955,2,0.714,5
3178,C LM,NOLAN,3049,47.125,0.864,2.279,5.191,4.242,2,0.705,5
3179,C LM,NOLAN,3049.5,57.75,0.838,1.948,7.036,4.402,2,0.696,5
3180,C LM,NOLAN,3050,68.375,0.82,2.926,9.037,4.383,2,0.688,4
3181,C LM,NOLAN,3050.5,77.313,0.814,3.614,10.644,4.172,2,0.679,6
3182,C LM,NOLAN,3051,66.313,0.815,4.063,10.976,4.207,2,0.67,6
3183,C LM,NOLAN,3051.5,61.406,0.811,3.186,9.753,4.066,2,0.661,8
3184,C LM,NOLAN,3052,62.438,0.808,2.053,8.738,4.172,2,0.652,8
3185,C LM,NOLAN,3052.5,80.875,0.806,1.712,7.712,3.951,2,0.643,8
3186,C LM,NOLAN,3053,96.5,0.817,1.956,7.272,3.963,2,0.634,8
3187,C LM,NOLAN,3053.5,120.188,0.839,2.635,7.033,3.877,2,0.625,8
3188,C LM,NOLAN,3054,165.625,0.868,3.205,7.147,4.148,2,0.616,8
3189,C LM,NOLAN,3054.5,219.375,0.89,3.504,8.019,4.023,2,0.607,4
3190,C LM,NOLAN,3055,247.5,0.909,3.195,8.622,3.885,2,0.598,4
3191,C LM,NOLAN,3055.5,216.75,0.92,2.845,8.728,3.818,2,0.589,4
3192,C LM,NOLAN,3056,166.625,0.927,2.713,8.029,4.027,2,0.58,4
3193,C LM,NOLAN,3056.5,119.063,0.933,2.689,8.005,4.422,2,0.571,4
3194,C LM,NOLAN,3057,96.563,0.939,2.528,7.726,4.469,2,0.563,4
3195,C LM,NOLAN,3057.5,78.188,0.939,2.023,8.134,4.371,2,0.554,4
3196,C LM,NOLAN,3058,78.188,0.938,2.249,8.249,4.062,2,0.545,4
3197,C LM,NOLAN,3058.5,70.75,0.936,2.249,8.249,4.062,2,0.536,4
3198,C LM,NOLAN,3059,61.5,0.932,2.12,8.231,4.137,2,0.527,4
3199,C LM,NOLAN,3059.5,56.813,0.926,1.909,8.248,4.105,2,0.518,4
3200,C LM,NOLAN,3060,52.281,0.921,1.109,8.022,3.965,2,0.509,4
3201,C LM,NOLAN,3060.5,48.438,0.913,1.534,8.329,3.674,2,0.5,4
