,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
3997,B4 LM,CHURCHMAN BIBLE,3044.5,34.375,0.772,-1.453,12.196,5.039,2,1,8
3998,B4 LM,CHURCHMAN BIBLE,3045,32,0.817,0.486,11.281,4.742,2,0.929,8
3999,B4 LM,CHURCHMAN BIBLE,3045.5,31.516,0.886,-0.126,11.698,4.469,2,0.857,8
4000,B4 LM,CHURCHMAN BIBLE,3046,38.531,0.936,-0.711,11.453,4.668,2,0.786,8
4001,B4 LM,CHURCHMAN BIBLE,3046.5,50.094,0.959,-0.849,10.175,5.109,2,0.714,8
4002,B4 LM,CHURCHMAN BIBLE,3047,58.25,0.963,-1.205,9.017,5.641,2,0.643,8
4003,B4 LM,CHURCHMAN BIBLE,3047.5,62.125,0.956,-0.291,7.078,5.082,2,0.571,8
4004,B4 LM,CHURCHMAN BIBLE,3048,59.281,0.923,0.877,5.275,4.617,2,0.5,6
4005,B4 LM,CHURCHMAN BIBLE,3048.5,59.5,0.871,2.296,3.612,4.125,2,0.429,6
4006,B4 LM,CHURCHMAN BIBLE,3049,51.375,0.811,2.231,3.775,4.574,2,0.357,6
4007,B4 LM,CHURCHMAN BIBLE,3049.5,46.906,0.752,2.612,4.273,4.285,2,0.286,6
4008,B4 LM,CHURCHMAN BIBLE,3050,43.938,0.685,3.529,7.36,3.852,2,0.214,6
4009,B4 LM,CHURCHMAN BIBLE,3050.5,49.906,0.64,5.685,11.112,3.678,2,0.143,4
4010,B4 LM,CHURCHMAN BIBLE,3051,53.406,0.601,6.364,14.534,3.35,2,0.071,6
4011,B5 LM,CHURCHMAN BIBLE,3054,33.906,0.641,1.365,4.739,4.879,1,0.167,8
4012,B5 LM,CHURCHMAN BIBLE,3054.5,31.109,0.671,1.659,6.056,4.789,2,1,8
4013,B5 LM,CHURCHMAN BIBLE,3055,33.719,0.695,4.629,8.115,3.891,2,0.983,8
4014,B5 LM,CHURCHMAN BIBLE,3055.5,45.875,0.69,5.923,10.777,3.691,2,0.967,8
4015,B5 LM,CHURCHMAN BIBLE,3056,57.125,0.635,6.613,12.04,3.631,2,0.95,7
4016,B5 LM,CHURCHMAN BIBLE,3056.5,66.813,0.566,6.039,13.297,3.742,2,0.933,7
4017,B5 LM,CHURCHMAN BIBLE,3057,76.938,0.509,6.381,14.322,3.719,2,0.917,7
4018,B5 LM,CHURCHMAN BIBLE,3057.5,93.313,0.466,6.061,15.716,3.531,2,0.9,7
4019,B5 LM,CHURCHMAN BIBLE,3058,110.313,0.405,6.206,16.89,3.371,2,0.867,7
4020,B5 LM,CHURCHMAN BIBLE,3058.5,113.875,0.404,5.099,16.239,3.463,2,0.85,7
4021,B5 LM,CHURCHMAN BIBLE,3059,118.438,0.408,3.692,14.716,3.607,2,0.833,7
4022,B5 LM,CHURCHMAN BIBLE,3059.5,115.563,0.424,3.276,13.96,4.16,2,0.817,7
4023,B5 LM,CHURCHMAN BIBLE,3060,94.75,0.446,2.716,13.739,4.785,2,0.8,7
4024,B5 LM,CHURCHMAN BIBLE,3060.5,74.563,0.466,2.02,14.874,5.699,2,0.783,8
4025,B5 LM,CHURCHMAN BIBLE,3061,54.875,0.479,2.241,16.118,6.309,2,0.767,8
4026,B5 LM,CHURCHMAN BIBLE,3061.5,52.281,0.486,3.68,17.218,7.652,2,0.75,9
4027,B5 LM,CHURCHMAN BIBLE,3062,48.125,0.479,4.463,18.34,7.598,2,0.733,9
4028,B5 LM,CHURCHMAN BIBLE,3062.5,49.406,0.462,4.29,18.512,6.941,2,0.717,9
4029,B5 LM,CHURCHMAN BIBLE,3063,42.688,0.429,3.075,19.239,5.539,2,0.7,9
4030,B5 LM,CHURCHMAN BIBLE,3063.5,41.438,0.387,1.846,19.15,5.027,2,0.683,9
4031,B5 LM,CHURCHMAN BIBLE,3064,37.219,0.348,0.672,19.006,5.144,2,0.667,9
4032,B5 LM,CHURCHMAN BIBLE,3064.5,38.656,0.314,0.292,17.824,5.633,2,0.65,9
4033,B5 LM,CHURCHMAN BIBLE,3065,43,0.283,0.828,17.336,6.231,2,0.633,9
4034,B5 LM,CHURCHMAN BIBLE,3065.5,42.531,0.257,1.594,17.302,5.898,2,0.617,9
4035,B5 LM,CHURCHMAN BIBLE,3066,41.188,0.234,1.921,17.512,5.754,2,0.6,9
4036,B5 LM,CHURCHMAN BIBLE,3066.5,38.25,0.211,1.498,16.861,5.609,2,0.583,9
4037,B5 LM,CHURCHMAN BIBLE,3067,39.219,0.184,1.629,15.851,6.711,2,0.567,9
4038,B5 LM,CHURCHMAN BIBLE,3067.5,40.938,0.167,2.706,15.214,8.094,2,0.55,9
4039,B5 LM,CHURCHMAN BIBLE,3068,38,0.158,3.576,15.857,6.902,2,0.533,9
4040,B5 LM,CHURCHMAN BIBLE,3068.5,37.938,0.148,3.308,16.273,6.742,2,0.517,9
4041,B5 LM,CHURCHMAN BIBLE,3069,35.156,0.133,3.224,16.99,6.18,2,0.5,9
4042,B5 LM,CHURCHMAN BIBLE,3069.5,36.094,0.118,2.679,17.585,6.422,2,0.483,9
4043,B5 LM,CHURCHMAN BIBLE,3070,37.063,0.106,2.082,19.158,5.484,2,0.467,9
4044,B5 LM,CHURCHMAN BIBLE,3070.5,41,0.1,1.348,19.453,5.398,2,0.45,9
4045,B5 LM,CHURCHMAN BIBLE,3071,42.031,0.106,1.723,18.688,5.297,2,0.433,9
4046,B5 LM,CHURCHMAN BIBLE,3071.5,43.344,0.123,2.001,18.165,5.426,2,0.417,9
4047,B5 LM,CHURCHMAN BIBLE,3072,40.906,0.151,1.666,17.719,4.93,2,0.4,9
4048,B5 LM,CHURCHMAN BIBLE,3072.5,40.531,0.184,1.033,17.424,4.894,2,0.383,9
4049,B5 LM,CHURCHMAN BIBLE,3073,39.5,0.227,0.945,16.536,5.047,2,0.367,9
4050,B5 LM,CHURCHMAN BIBLE,3073.5,42.281,0.29,0.659,16.138,5.391,2,0.35,9
4051,B5 LM,CHURCHMAN BIBLE,3074,46.063,0.366,0.74,15.764,5.652,2,0.333,9
4052,B5 LM,CHURCHMAN BIBLE,3074.5,47.063,0.446,0.122,15.601,5.508,2,0.317,9
4053,B5 LM,CHURCHMAN BIBLE,3075,45.719,0.516,0.398,16.106,5.352,2,0.3,9
4054,B5 LM,CHURCHMAN BIBLE,3075.5,42.406,0.585,1.393,16.527,4.926,2,0.283,9
4055,B5 LM,CHURCHMAN BIBLE,3076,41.594,0.643,2.044,16.266,4.875,2,0.267,9
4056,B5 LM,CHURCHMAN BIBLE,3076.5,44.531,0.68,1.426,15.42,5.031,2,0.25,9
4057,B5 LM,CHURCHMAN BIBLE,3077,49.25,0.707,0.181,13.491,6.062,2,0.233,9
4058,B5 LM,CHURCHMAN BIBLE,3077.5,59.594,0.735,-0.061,11.536,6.227,2,0.217,9
4059,B5 LM,CHURCHMAN BIBLE,3078,74,0.768,0.243,9.67,5.672,2,0.2,9
4060,B5 LM,CHURCHMAN BIBLE,3078.5,127.5,0.802,1.28,8.876,4.406,2,0.183,9
4061,B5 LM,CHURCHMAN BIBLE,3079,185.25,0.83,3.48,7.995,3.912,2,0.167,9
4062,B5 LM,CHURCHMAN BIBLE,3079.5,222.5,0.852,4.614,6.959,3.557,2,0.15,9
4063,B5 LM,CHURCHMAN BIBLE,3080,74,0.768,0.243,9.67,5.672,2,0.2,9
4064,B5 LM,CHURCHMAN BIBLE,3080.5,127.5,0.802,1.28,8.876,4.406,2,0.183,7
4065,B5 LM,CHURCHMAN BIBLE,3081,185.25,0.83,3.48,7.995,3.912,2,0.167,7
4066,B5 LM,CHURCHMAN BIBLE,3081.5,222.5,0.852,4.614,6.959,3.557,2,0.15,7
4067,B5 LM,CHURCHMAN BIBLE,3082,202.625,0.867,4.225,6.225,3.69,2,0.133,7
4068,B5 LM,CHURCHMAN BIBLE,3082.5,177.5,0.86,4.381,4.896,3.836,2,0.117,7
4069,B5 LM,CHURCHMAN BIBLE,3083,174.75,0.844,5.123,3.813,3.852,2,0.1,7
4070,B5 LM,CHURCHMAN BIBLE,3083.5,184.125,0.812,6.249,3.565,3.828,2,0.083,7
4071,B5 LM,CHURCHMAN BIBLE,3084,184.125,0.812,6.249,3.565,3.828,2,0.083,7
4072,B5 LM,CHURCHMAN BIBLE,3084.5,178.625,0.758,7.296,5.302,3.494,2,0.067,7
4073,B5 LM,CHURCHMAN BIBLE,3085,154.75,0.701,7.562,7.965,3.551,2,0.05,7
4074,B5 LM,CHURCHMAN BIBLE,3085.5,128,0.641,7.388,10.874,3.33,2,0.033,7
4075,B5 LM,CHURCHMAN BIBLE,3086,110,0.59,5.83,12.286,3.416,2,0.017,6
4076,C SH,CHURCHMAN BIBLE,3086.5,99.688,0.551,4.46,12.63,3.172,1,1,3
4077,C SH,CHURCHMAN BIBLE,3087,100.875,0.529,2.024,19.217,2.367,1,0.971,3
4078,C SH,CHURCHMAN BIBLE,3087.5,94.375,0.52,-4.122,34.884,2.059,1,0.941,3
4079,C SH,CHURCHMAN BIBLE,3088,86.438,0.512,-6.8,48.597,1.814,1,0.912,3
4080,C SH,CHURCHMAN BIBLE,3088.5,74.563,0.511,-6.868,49.787,1.894,1,0.882,3
4081,C SH,CHURCHMAN BIBLE,3089,63.094,0.521,-2.572,40.316,2.52,1,0.824,3
4082,C SH,CHURCHMAN BIBLE,3089.5,60.938,0.526,2.082,38.69,2.504,1,0.794,3
4083,C SH,CHURCHMAN BIBLE,3090,62.344,0.535,2.334,38.486,2.443,1,0.765,3
4084,C SH,CHURCHMAN BIBLE,3090.5,63.938,0.542,3.223,38.574,2.393,1,0.735,3
4085,C SH,CHURCHMAN BIBLE,3091,65.688,0.547,3.429,37.294,2.66,1,0.706,3
4086,C SH,CHURCHMAN BIBLE,3091.5,67.313,0.551,2.625,34.093,2.795,1,0.676,3
4087,C SH,CHURCHMAN BIBLE,3092,74.688,0.546,2.915,31.412,2.838,1,0.647,3
4088,C SH,CHURCHMAN BIBLE,3092.5,75.813,0.554,3.902,29.545,2.674,1,0.588,3
4089,C SH,CHURCHMAN BIBLE,3093,70.25,0.567,4.708,28.983,2.395,1,0.559,2
4090,C SH,CHURCHMAN BIBLE,3093.5,68.625,0.596,3.409,32.479,2.186,1,0.529,2
4091,C SH,CHURCHMAN BIBLE,3094,69.313,0.626,-0.391,33.936,2.137,1,0.5,2
4092,C SH,CHURCHMAN BIBLE,3094.5,73.813,0.648,-4.575,32.261,2.383,1,0.471,2
4093,C SH,CHURCHMAN BIBLE,3095,70.625,0.676,-4.527,24.888,3.113,1,0.441,2
4094,C SH,CHURCHMAN BIBLE,3095.5,62.188,0.729,6.794,11.419,3.693,1,0.382,2
4095,C SH,CHURCHMAN BIBLE,3096,68.75,0.763,6.874,10.704,3.854,1,0.353,2
4096,C SH,CHURCHMAN BIBLE,3096.5,70.563,0.785,7.047,9.848,3.883,1,0.324,2
4097,C SH,CHURCHMAN BIBLE,3097,68.813,0.78,4.635,10.746,4.039,1,0.294,2
4098,C SH,CHURCHMAN BIBLE,3097.5,63.063,0.758,4.089,10.657,3.918,1,0.265,2
4099,C SH,CHURCHMAN BIBLE,3098,70,0.725,4.598,13.908,3.297,1,0.235,2
4100,C SH,CHURCHMAN BIBLE,3098.5,77.625,0.647,-2.975,36.031,2.361,1,0.176,2
4101,C SH,CHURCHMAN BIBLE,3099,79.125,0.609,-1.253,39.583,2.15,1,0.147,2
4102,C SH,CHURCHMAN BIBLE,3099.5,78.625,0.584,2.481,38.633,2.104,1,0.118,2
4103,C SH,CHURCHMAN BIBLE,3100,77.938,0.576,6.147,39.556,1.795,1,0.088,2
4104,C SH,CHURCHMAN BIBLE,3100.5,61.438,0.65,-0.749,53.678,1.524,1,0.029,2
4105,C LM,CHURCHMAN BIBLE,3101,50.313,0.71,-10.074,47.721,1.605,2,1,8
4106,C LM,CHURCHMAN BIBLE,3101.5,31.828,0.765,-21.832,35.162,2.533,2,0.992,8
4107,C LM,CHURCHMAN BIBLE,3102,22.641,0.839,-15.014,19.653,4.492,2,0.984,8
4108,C LM,CHURCHMAN BIBLE,3102.5,15.867,0.937,-5.427,9.48,4.785,2,0.976,8
4109,C LM,CHURCHMAN BIBLE,3103,14.469,1.058,-1.957,4.838,5.008,2,0.968,8
4110,C LM,CHURCHMAN BIBLE,3103.5,14.492,1.195,-1.133,3.037,5.02,2,0.96,8
4111,C LM,CHURCHMAN BIBLE,3104,18.297,1.294,0.227,2.8,4.66,2,0.952,9
4112,C LM,CHURCHMAN BIBLE,3104.5,26.609,1.273,1.905,3.905,4.656,2,0.944,9
4113,C LM,CHURCHMAN BIBLE,3105,36.469,1.223,3.264,5.72,4.516,2,0.935,5
4114,C LM,CHURCHMAN BIBLE,3105.5,37,1.157,3.449,6.707,4.051,2,0.927,8
4115,C LM,CHURCHMAN BIBLE,3106,33.375,1.069,3.075,6.104,3.863,2,0.919,5
4116,C LM,CHURCHMAN BIBLE,3106.5,28.922,0.994,2.703,5.159,3.945,2,0.911,5
4117,C LM,CHURCHMAN BIBLE,3107,27.438,0.974,1.928,4.957,4.527,2,0.903,8
4118,C LM,CHURCHMAN BIBLE,3107.5,26.953,0.978,1.977,5.006,4.793,2,0.895,6
4119,C LM,CHURCHMAN BIBLE,3108,30.734,0.991,1.552,5.382,4.738,2,0.887,8
4120,C LM,CHURCHMAN BIBLE,3108.5,32.219,1.013,1.342,5.055,4.637,2,0.879,6
4121,C LM,CHURCHMAN BIBLE,3109,37.688,1.04,0.681,4.739,4.539,2,0.871,6
4122,C LM,CHURCHMAN BIBLE,3109.5,35.844,1.044,0.96,3.533,4.832,2,0.863,6
4123,C LM,CHURCHMAN BIBLE,3110,42.156,1.051,1.448,3.337,4.797,2,0.855,6
4124,C LM,CHURCHMAN BIBLE,3110.5,42.094,1.057,2.736,4.051,4.5,2,0.847,6
4125,C LM,CHURCHMAN BIBLE,3111,49.719,1.06,3.092,5.893,3.83,2,0.839,5
4126,C LM,CHURCHMAN BIBLE,3111.5,46.219,1.062,3.018,6.503,3.434,2,0.831,5
4127,C LM,CHURCHMAN BIBLE,3112,42.313,1.05,2.245,5.958,3.318,2,0.823,6
4128,C LM,CHURCHMAN BIBLE,3112.5,36.031,1.028,1.193,5.936,3.393,2,0.815,6
4129,C LM,CHURCHMAN BIBLE,3113,32.594,1.014,0.662,5.978,3.422,2,0.806,6
4130,C LM,CHURCHMAN BIBLE,3113.5,37.094,1.005,0.377,6.605,3.697,2,0.798,6
4131,C LM,CHURCHMAN BIBLE,3114,40.031,1.027,0.615,6.27,4.035,2,0.79,5
4132,C LM,CHURCHMAN BIBLE,3114.5,42.5,1.057,0.672,5.871,4.422,2,0.782,5
4133,C LM,CHURCHMAN BIBLE,3115,39.719,1.087,0.648,4.479,4.203,2,0.774,6
4134,C LM,CHURCHMAN BIBLE,3115.5,38.844,1.109,1.025,2.686,3.908,2,0.766,6
4135,C LM,CHURCHMAN BIBLE,3116,41.719,1.107,0.659,2.32,3.943,2,0.758,6
4136,C LM,CHURCHMAN BIBLE,3116.5,44.75,1.085,1.165,2.937,4.02,2,0.75,5
4137,C LM,CHURCHMAN BIBLE,3117,46.469,1.07,1.872,5.013,4.156,2,0.742,5
4138,C LM,CHURCHMAN BIBLE,3117.5,51,1.061,3.76,6.445,3.828,2,0.734,5
4139,C LM,CHURCHMAN BIBLE,3118,55.563,1.052,4.296,7.325,3.805,2,0.726,5
4140,C LM,CHURCHMAN BIBLE,3118.5,58.313,1.034,3.863,7.465,3.584,2,0.718,5
4141,C LM,CHURCHMAN BIBLE,3119,55.344,1.003,2.225,7.541,3.645,2,0.71,5
4142,C LM,CHURCHMAN BIBLE,3119.5,53.313,0.972,1.64,7.295,3.629,2,0.702,5
4143,C LM,CHURCHMAN BIBLE,3120,49.594,0.954,1.494,7.149,3.727,2,0.694,5
4144,C LM,CHURCHMAN BIBLE,3120.5,46.719,0.947,1.828,7.254,3.617,2,0.685,5
4145,C LM,CHURCHMAN BIBLE,3121,44.563,0.953,2.241,8.013,3.344,2,0.677,5
4146,C LM,CHURCHMAN BIBLE,3121.5,49.719,0.964,2.925,8.013,3.19,2,0.669,5
4147,C LM,CHURCHMAN BIBLE,3122,51.469,0.965,3.083,7.708,3.152,2,0.661,5
4148,C LM,CHURCHMAN BIBLE,3122.5,50.031,0.97,2.609,6.668,3.295,2,0.653,5
