,Formation,Depth,GR,ILD_log10,DeltaPHI,PHIND,NM_M,RELPOS,Facies,Well Name,PE
370,12,2978,25.06,0.708,5.9,4.845,2,0.98,5,7,5.5
371,12,2978.5,18.26,0.77,5.3,4.695,2,0.971,5,7,5.2
372,12,2979,18.28,0.874,4.9,4.67,2,0.961,5,7,5
373,12,2979.5,14.41,0.947,3.9,5.705,2,0.951,5,7,5.1
374,12,2980,13.99,0.983,2.3,7.35,2,0.941,8,7,5.2
375,12,2980.5,13.28,0.983,0.1,8.365,2,0.931,8,7,5.4
376,12,2981,16.71,0.946,0.1,8.53,2,0.922,8,7,5.4
377,12,2981.5,31.35,0.907,3.7,8.695,2,0.912,8,7,5
378,12,2982,49.41,0.881,9.4,10.025,2,0.902,5,7,4.5
379,12,2982.5,65.33,0.862,6.6,9.785,2,0.892,5,7,4
380,12,2983,64.3,0.841,11.1,9.24,2,0.882,5,7,4.3
381,12,2983.5,42.48,0.819,7.1,8.02,2,0.873,5,7,4.7
382,12,2984,29.96,0.794,4.8,7.48,2,0.863,8,7,4.8
383,12,2984.5,21.23,0.772,3.5,7.98,2,0.853,8,7,5
384,12,2985,28.09,0.768,2.2,8.295,2,0.843,8,7,5.1
385,12,2985.5,31.12,0.775,1.5,8.515,2,0.833,8,7,5.2
386,12,2986,36.63,0.78,0.9,8.165,2,0.824,5,7,4.8
387,12,2986.5,36.1,0.783,0.5,8.115,2,0.814,5,7,4.3
388,12,2987,42.06,0.787,0.6,7.475,2,0.804,5,7,4
389,12,2987.5,44.31,0.792,1.5,6.77,2,0.794,5,7,4
390,12,2988,43.19,0.803,2.1,6.215,2,0.784,5,7,4.1
391,12,2988.5,39.82,0.82,2.3,6.04,2,0.775,5,7,4.3
392,12,2989,41.71,0.839,2.3,6.61,2,0.765,5,7,4.4
393,12,2989.5,43.02,0.865,2.5,7.01,2,0.755,5,7,4.3
394,12,2990,42.6,0.889,2.4,7.33,2,0.745,5,7,4.2
395,12,2990.5,41.53,0.906,2.7,6.94,2,0.735,5,7,4
396,12,2991,46.69,0.918,2.1,6.705,2,0.725,5,7,4.2
397,12,2991.5,49,0.929,2.4,6.685,2,0.716,5,7,4.3
398,12,2992,51.83,0.936,2.1,7.07,2,0.706,5,7,4.5
399,12,2992.5,45.87,0.94,2.7,7.445,2,0.696,5,7,4.2
400,12,2993,45.87,0.94,2.7,7.445,2,0.696,5,7,4.2
401,12,2993.5,46.83,0.943,2.4,7.655,2,0.686,5,7,4.4
402,12,2994,47.5,0.946,2.9,7.705,2,0.676,5,7,4
403,12,2994.5,48.88,0.947,3.1,7.33,2,0.667,5,7,4
404,12,2995,45.88,0.949,4.6,6.865,2,0.657,5,7,3.8
405,12,2995.5,51.63,0.952,4.3,6.88,2,0.647,5,7,4.1
406,12,2996,49.28,0.954,3.9,7.085,2,0.637,5,7,4.3
407,12,2996.5,52.4,0.956,3.7,7.105,2,0.627,5,7,4.4
408,12,2997,50.59,0.96,4.3,6.665,2,0.618,5,7,4.5
409,12,2997.5,49.71,0.963,4.5,6.645,2,0.608,5,7,4.6
410,12,2998,46.48,0.967,4.8,6.69,2,0.598,5,7,4.6
411,12,2998.5,50.19,0.972,4.6,6.815,2,0.588,5,7,4.5
412,12,2999,55.85,0.969,4.7,6.475,2,0.578,5,7,4.3
413,12,2999.5,74.49,0.954,4.8,6.14,2,0.569,5,7,4.2
414,12,3000,126.32,0.936,5.2,6.41,2,0.559,4,7,4.2
415,12,3000.5,89.21,0.92,6.9,7.65,2,0.549,4,7,4.5
416,12,3001,89.21,0.903,8.5,10.035,2,0.539,4,7,4.6
417,12,3001.5,89.21,0.896,9.9,12.255,2,0.529,4,7,4.8
418,12,3002,227.99,0.894,10.3,12.67,2,0.52,4,7,4.7
419,12,3002.5,115.43,0.893,10,11.24,2,0.51,5,7,4.6
420,12,3003,80.43,0.893,9.3,9.055,2,0.5,5,7,4.3
421,12,3003.5,65.06,0.898,8.4,8.13,2,0.49,5,7,4.5
422,12,3004,49.86,0.91,7.6,7.585,2,0.48,5,7,4.8
423,12,3004.5,51.04,0.925,7.3,7.795,2,0.471,5,7,5.1
424,12,3005,52.63,0.942,7.6,7.84,2,0.461,5,7,5
425,12,3005.5,56.88,0.975,7.8,8.3,2,0.441,5,7,4.9
426,12,3006,60.61,0.982,7.8,8.335,2,0.431,5,7,4.9
427,12,3006.5,57.36,0.985,7.6,8.07,2,0.422,5,7,4.7
428,12,3007,53.58,0.986,7.2,8.13,2,0.412,5,7,4.6
429,12,3007.5,52.02,0.986,7.1,8.165,2,0.402,5,7,4.7
430,12,3008,53.66,0.986,7.4,8.46,2,0.392,5,7,4.8
431,12,3008.5,55.22,0.985,7.7,8.54,2,0.382,5,7,4.8
432,12,3009,50.16,0.982,7.2,8.38,2,0.373,5,7,4.7
433,12,3009.5,55.6,0.971,7.1,8.295,2,0.363,5,7,4.5
434,12,3010,53.77,0.955,6.8,8.035,2,0.353,5,7,4.5
435,12,3010.5,50.23,0.937,7.1,8.86,2,0.343,5,7,4.6
436,12,3011,63.43,0.915,7.1,9.95,2,0.333,5,7,5
437,12,3011.5,61.93,0.889,8,11.39,2,0.324,5,7,5.2
438,12,3012,68.62,0.863,8.1,12.28,2,0.314,5,7,5.1
439,12,3012.5,74.18,0.836,8.2,12.17,2,0.304,5,7,4.8
440,12,3013,73.86,0.816,8,12.37,2,0.294,4,7,4.7
441,12,3013.5,71.51,0.798,8.9,12.94,2,0.284,4,7,4.6
442,12,3014,79.77,0.782,10,14.235,2,0.275,4,7,4.4
443,12,3014.5,80.9,0.776,11,14.86,2,0.265,4,7,4.3
444,12,3015,96.85,0.775,9.4,13.74,2,0.255,4,7,4.3
445,12,3015.5,92.76,0.771,7.8,11.48,2,0.245,4,7,4.4
446,12,3016,51.5,0.762,6.6,8.025,2,0.225,6,7,4.1
447,12,3016.5,47.77,0.756,7.4,9.425,2,0.216,6,7,4.1
448,12,3017,54.15,0.751,6.4,11.7,2,0.206,6,7,4.9
449,12,3017.5,50.45,0.74,4.3,13.34,2,0.196,6,7,5
450,12,3018,32.78,0.723,1.2,13.11,2,0.186,9,7,5.1
451,12,3018.5,23.5,0.711,0.3,12.3,2,0.176,9,7,5.2
452,12,3019,28.33,0.706,0.5,11.79,2,0.167,9,7,5.3
453,12,3019.5,31.12,0.704,1.7,11.325,2,0.157,9,7,5.3
454,12,3020,28.68,0.709,1.9,11.165,2,0.147,9,7,5.4
455,12,3020.5,31.67,0.721,1.6,10.535,2,0.137,9,7,5.4
456,12,3021,39.75,0.733,0.9,10.04,2,0.127,9,7,5.5
457,12,3021.5,36.56,0.747,2,8.545,2,0.118,9,7,5.3
458,12,3022,36.56,0.747,2,8.545,2,0.118,9,7,5.3
459,12,3022.5,37.21,0.764,2.7,7.73,2,0.108,9,7,5.6
460,12,3023,35.8,0.777,2.5,8.195,2,0.098,9,7,5.7
461,12,3023.5,36.56,0.784,1.4,10.29,2,0.088,9,7,5.8
462,12,3024,27.96,0.791,1.6,12.12,2,0.078,8,7,5.5
463,12,3024.5,26.3,0.797,2.1,12.385,2,0.069,8,7,5.4
464,12,3025,19.97,0.803,1.9,11.12,2,0.059,8,7,5.5
465,12,3025.5,17.92,0.808,1.5,9.73,2,0.049,8,7,5.4
466,12,3026,17.92,0.808,1.5,9.73,2,0.049,8,7,5.4
467,12,3026.5,16.51,0.814,2,8.275,2,0.039,8,7,5.5
468,12,3027,21.94,0.82,3.3,7.68,2,0.029,8,7,5.4
469,12,3027.5,32.54,0.821,2.5,7.445,2,0.02,8,7,5.8
470,12,3028,47.7,0.814,1.6,7.34,2,0.01,8,7,5.8
471,1,2774.5,98.36,0.642,-0.1,18.685,1,1,2,6,2.9
472,1,2775,97.57,0.631,7.9,16.745,1,0.984,2,6,3.2
473,1,2775.5,98.41,0.615,12.8,14.105,1,0.968,2,6,3.2
474,1,2776,85.92,0.597,13,13.385,1,0.952,2,6,3.4
475,1,2776.5,83.16,0.592,12.3,13.345,1,0.935,2,6,3.4
476,1,2777,82.56,0.599,12.9,13.105,1,0.919,2,6,3.5
477,1,2777.5,83.12,0.611,13.2,14,1,0.903,2,6,3.3
478,1,2778,84.26,0.62,12.8,13.685,1,0.887,2,6,3.3
479,1,2778.5,86.29,0.627,13.2,13.92,1,0.871,2,6,3.2
480,1,2779,80.95,0.629,13,13.975,1,0.855,2,6,3.2
481,1,2779.5,79.07,0.629,13,14.235,1,0.839,2,6,3.2
482,1,2780,75.31,0.626,11.4,13.17,1,0.823,2,6,3.2
483,1,2780.5,69.3,0.625,10.1,12.32,1,0.806,2,6,3
484,1,2781,69.16,0.626,9,11.805,1,0.79,2,6,3
485,1,2781.5,69.03,0.624,10,11.72,1,0.774,2,6,3.2
486,1,2782,64.95,0.622,10.1,11.75,1,0.758,2,6,3.4
487,1,2782.5,78.95,0.607,12,12.155,1,0.742,2,6,3.4
488,1,2783,82.36,0.58,11.7,12.955,1,0.726,2,6,3.2
489,1,2783.5,80.27,0.543,11.1,12.865,1,0.71,2,6,3.1
490,1,2784,78.87,0.507,8.5,12.23,1,0.694,2,6,2.9
491,1,2784.5,66.38,0.473,6.2,11.89,1,0.677,2,6,2.8
492,1,2785,58.63,0.444,4.4,12.44,1,0.661,1,6,2.7
493,1,2785.5,59.16,0.413,3.7,13.64,1,0.645,1,6,2.6
494,1,2786,52.86,0.378,2.5,14.49,1,0.629,1,6,2.6
495,1,2786.5,54.32,0.344,1.1,15.085,1,0.613,1,6,2.6
496,1,2787,53.27,0.32,-0.3,14.985,1,0.597,1,6,2.7
497,1,2787.5,52.34,0.312,-0.1,14.945,1,0.581,1,6,2.7
498,1,2788,58.01,0.31,0.9,15.055,1,0.565,1,6,2.7
499,1,2788.5,55.38,0.307,1.6,15.28,1,0.548,1,6,2.8
500,1,2789,55.18,0.301,1.7,15.905,1,0.532,1,6,2.8
501,1,2789.5,55.09,0.292,0.8,16.485,1,0.516,1,6,2.8
502,1,2790,58.89,0.288,0.3,17.33,1,0.5,1,6,2.7
503,1,2790.5,56.51,0.294,-0.5,17.77,1,0.484,1,6,2.7
504,1,2791,57.27,0.31,-0.1,17.9,1,0.468,1,6,2.8
505,1,2791.5,58.42,0.328,0.3,17.97,1,0.452,1,6,2.8
506,1,2792,58.99,0.346,0.9,18.3,1,0.435,1,6,2.7
507,1,2792.5,59.99,0.367,1.5,19.49,1,0.419,1,6,2.5
508,1,2793,62.66,0.389,1.7,20.135,1,0.403,1,6,2.4
509,1,2793.5,60.46,0.408,2.1,20.495,1,0.387,1,6,2.3
510,1,2794,60.85,0.415,1.1,20.34,1,0.371,1,6,2.3
511,1,2794.5,63.8,0.408,1.1,20.015,1,0.355,1,6,2.4
512,1,2795,63.82,0.387,1,19.615,1,0.339,1,6,2.4
513,1,2795.5,66.97,0.367,0.3,19.01,1,0.323,1,6,2.4
514,1,2796,69.67,0.362,-0.2,18.66,1,0.306,1,6,2.5
515,1,2796.5,70.72,0.367,1.1,17.45,1,0.29,1,6,2.6
516,1,2797,85.75,0.377,5.1,18.705,1,0.274,1,6,2.6
517,1,2797.5,89.58,0.389,8.5,19.555,1,0.258,1,6,2.6
518,1,2798,87.45,0.396,6,20.265,1,0.242,2,6,2.6
519,1,2798.5,84.45,0.405,3.2,16.485,1,0.226,2,6,2.8
520,1,2799,71.4,0.415,2.2,12.965,1,0.21,1,6,3
521,1,2799.5,70.13,0.423,4,11.34,1,0.194,1,6,2.9
522,1,2800,70.92,0.428,4.5,12.33,1,0.177,1,6,2.8
523,1,2800.5,68.34,0.427,4.7,13.295,1,0.161,1,6,2.7
524,1,2801,76.04,0.422,7.1,16.445,1,0.145,1,6,2.6
525,1,2801.5,89.18,0.412,9.1,13.275,1,0.129,1,6,2.4
526,1,2802,86.72,0.396,7.6,28.165,1,0.113,2,6,2.4
527,1,2802.5,73.95,0.384,3.9,26.97,1,0.097,2,6,2.5
528,1,2803,59.22,0.382,2.1,20.215,1,0.081,2,6,3
529,1,2803.5,70.19,0.389,4.4,16.27,1,0.065,2,6,3.2
530,1,2804,71.73,0.423,2.61,22.62,1,0.048,2,6,2.5
531,1,2804.5,75.15,0.494,16.4,33.13,1,0.032,2,6,2.1
532,1,2805,75.28,0.572,1.7,36.13,1,0.016,3,6,1.9
533,1,2805.5,46.04,0.645,-17.8,28.075,1,0.01,3,6,2.3
534,0,2806,46.04,0.645,-2.62,28.075,2,1,8,6,2.3
535,0,2807,26.73,0.748,-9,9.105,2,0.953,8,6,5
536,0,2807.5,36.5,0.794,0.1,5.945,2,0.93,8,6,4.5
537,0,2808,52.24,0.867,4.2,7.395,2,0.907,8,6,4.1
538,0,2808.5,61.32,0.925,9.4,8.825,2,0.884,6,6,3.6
539,0,2809,56.15,0.965,12.2,8.85,2,0.86,6,6,3.5
540,0,2809.5,55.07,0.985,10.9,7.225,2,0.837,6,6,3.6
541,0,2810,64.81,0.974,7.7,5.565,2,0.814,6,6,3.7
542,0,2810.5,87.83,0.952,4.6,4.495,2,0.791,6,6,4.1
543,0,2811,88.06,0.956,2.5,4.19,2,0.767,6,6,4.7
544,0,2811.5,75.07,0.971,0.8,4.695,2,0.744,6,6,5.2
545,0,2812,65.29,1.009,1.4,5.175,2,0.721,6,6,5.4
546,0,2812.5,74.26,1.064,4.3,6.455,2,0.698,6,6,5.1
547,0,2813,73.01,1.102,5.3,7.235,2,0.674,6,6,4.7
548,0,2813.5,64.61,1.121,4.4,7.765,2,0.651,8,6,4.7
549,0,2814,40.57,1.125,1.7,7.655,2,0.628,8,6,4.7
550,0,2814.5,30.41,1.109,-0.2,7.95,2,0.605,8,6,4.8
551,0,2815,22.91,1.115,-1.4,7.585,2,0.581,8,6,4.7
552,0,2815.5,24.62,1.13,-2.1,6.74,2,0.558,8,6,4.9
553,0,2816,25.02,1.124,-2.4,5.865,2,0.535,8,6,4.9
554,0,2816.5,27.77,1.097,-2,5.575,2,0.512,8,6,4.9
555,0,2817,37.24,1.069,1.1,6.59,2,0.488,6,6,4.7
556,0,2817.5,65.59,1.028,4.9,8.1,2,0.465,6,6,4.5
557,0,2818,87.34,0.989,8.7,9.485,2,0.442,6,6,4
558,0,2818.5,79.54,0.96,10,10.025,2,0.419,6,6,4
559,0,2819,79.63,0.937,10.7,10.155,2,0.395,6,6,3.9
560,0,2819.5,75.6,0.907,6.7,8.985,2,0.349,6,6,4
561,0,2820,52.75,0.918,1.9,8.955,2,0.326,6,6,3.6
562,0,2820.5,45.65,0.946,-2.7,9.75,2,0.302,6,6,3.8
563,0,2821,51.75,0.993,-4.6,9.235,2,0.279,6,6,4
564,0,2821.5,53.57,1.05,-4.6,7.61,2,0.256,6,6,4.8
565,0,2822,60.94,1.107,-2.1,5.46,2,0.233,6,6,4.8
566,0,2822.5,71.14,1.135,-1.1,4.55,2,0.209,6,6,4.9
567,0,2823,85.69,1.133,0.1,3.965,2,0.186,6,6,5
568,0,2823.5,73.63,1.094,0.8,3.9,2,0.163,6,6,4.8
569,0,2824,66.27,1.029,1.9,4.185,2,0.14,6,6,4.6
570,0,2824.5,81.99,0.956,3.5,5.795,2,0.116,6,6,4.3
571,0,2825,93.29,0.908,6.6,8.635,2,0.093,6,6,3.7
572,0,2825.5,105.48,0.867,8.5,13.285,2,0.07,6,6,3.3
573,0,2826,100.58,0.817,6.2,16.07,2,0.047,4,6,3.2
574,3,2826.5,76.2,0.688,3.9,16.375,1,1,3,6,2.8
575,3,2827,72.8,0.626,-14.8,30.425,1,0.98,3,6,2.4
576,3,2827.5,72.87,0.582,-19,39.125,1,0.959,3,6,2.1
577,3,2828,72.37,0.553,-16.2,45.275,1,0.939,3,6,2
578,3,2828.5,78.74,0.531,-8.6,44.37,1,0.918,3,6,2.1
579,3,2829,79.41,0.513,-10.2,43.805,1,0.898,3,6,2.2
580,3,2829.5,83.27,0.493,-6.5,39.435,1,0.878,3,6,2.6
581,3,2830,85.55,0.48,0.2,34.29,1,0.857,3,6,2.6
582,3,2830.5,87.65,0.477,6.5,33.645,1,0.837,3,6,2.5
583,3,2831,85.37,0.486,-1.7,35.66,1,0.816,3,6,2.3
584,3,2831.5,82.87,0.515,-4.1,36.645,1,0.796,3,6,2.5
585,3,2832,81.99,0.567,-3.2,32.775,1,0.776,3,6,2.3
586,3,2832.5,78.95,0.625,-7.9,31.68,1,0.755,3,6,2.4
587,3,2833,72.05,0.684,-14.4,28.625,1,0.735,3,6,2.3
588,3,2833.5,71.81,0.736,-14.8,24.055,1,0.714,3,6,3.4
589,3,2834,57.61,0.772,2.6,12.49,1,0.694,3,6,4.2
590,3,2834.5,54.12,0.809,7.8,8.38,1,0.673,3,6,4.2
591,3,2835,53.58,0.863,6.8,8.2,1,0.653,3,6,4.2
592,3,2835.5,61.12,0.901,7.1,8.695,1,0.633,3,6,4
593,3,2836,61.73,0.916,8,9.35,1,0.612,3,6,4
594,3,2836.5,62.92,0.921,8.4,9.06,1,0.592,3,6,3.8
595,3,2837,66.91,0.912,6.2,8.57,1,0.571,2,6,3.6
596,3,2837.5,66.22,0.893,4,7.775,1,0.551,2,6,3.4
597,3,2838,62.81,0.874,2.5,7.255,1,0.531,1,6,3.3
598,3,2838.5,60.15,0.852,1.3,7.185,1,0.51,1,6,3.2
599,3,2839,53.38,0.819,-0.1,7.125,1,0.49,1,6,3.3
600,3,2839.5,54.04,0.774,1.1,7.255,1,0.469,1,6,3.3
601,3,2840,55.65,0.732,2.1,8.18,1,0.449,1,6,3.2
602,3,2840.5,56.33,0.699,3,9.33,1,0.429,1,6,3
603,3,2841,55.76,0.667,1.8,10.295,1,0.408,1,6,3
604,3,2841.5,56.24,0.629,1.7,10.175,1,0.388,1,6,3.1
605,3,2842,52.72,0.59,2.2,9.88,1,0.367,1,6,3.2
606,3,2842.5,58.18,0.551,2.5,10.15,1,0.347,1,6,3.2
607,3,2843,58.55,0.519,2.5,11.1,1,0.327,1,6,3.3
608,3,2843.5,58.18,0.493,1.5,11.88,1,0.306,1,6,3.5
609,3,2844,58.5,0.467,2.1,12.195,1,0.286,1,6,3.5
610,3,2844.5,59.23,0.446,2.3,13.045,1,0.265,1,6,3.3
611,3,2845,57.02,0.43,3.1,13.625,1,0.245,1,6,2.9
612,3,2845.5,56.18,0.425,2.3,14.215,1,0.224,1,6,2.8
613,3,2846,61.06,0.425,1.4,13.465,1,0.204,1,6,2.7
614,3,2846.5,68.79,0.433,1.9,13.145,1,0.184,1,6,2.9
615,3,2847,71.58,0.449,7,14.36,1,0.163,1,6,3
616,3,2847.5,79.53,0.471,8.1,17.515,1,0.143,1,6,2.6
617,3,2848,80.39,0.491,2.7,20.055,1,0.122,3,6,2.5
618,3,2848.5,79.08,0.508,-4,19.3,1,0.102,3,6,2.4
619,3,2849,78.83,0.517,-4.1,15.79,1,0.082,3,6,3.1
620,3,2849.5,78.07,0.526,4.6,14.23,1,0.061,3,6,2.5
621,3,2850,83.28,0.55,1.2,25.065,1,0.041,3,6,2.1
622,3,2850.5,76.44,0.597,-19.9,49.715,1,0.02,3,6,1.8
623,2,2852.5,39.3,0.803,-7.5,16.885,2,0.769,8,6,3.6
624,2,2853,28.1,0.88,-2.4,10.105,2,0.692,8,6,3.6
625,2,2853.5,28.38,1.002,-4.3,7.285,2,0.615,8,6,3.9
626,2,2854,27.36,1.161,-3,5.12,2,0.538,8,6,3.9
627,2,2854.5,30.42,1.291,0.2,4.05,2,0.462,8,6,3.8
628,2,2855,32.31,1.311,2.5,3.865,2,0.385,6,6,4
629,2,2855.5,33.19,1.213,1.7,4.915,2,0.308,6,6,4.4
630,2,2856,37.18,1.051,1.6,5.02,2,0.231,6,6,4.8
631,2,2856.5,37.32,0.888,1.4,5.46,2,0.154,6,6,3.3
632,2,2857,39.77,0.781,-2.5,13.875,2,0.077,6,6,2.4
633,5,2857.5,45.45,0.732,-15.7,31.775,1,1,3,6,1.8
634,5,2858,69.72,0.702,-19,38.6,1,0.971,3,6,1.5
635,5,2859,78.06,0.668,-13.9,28.955,1,0.912,2,6,2.4
636,5,2859.5,78.18,0.643,-7.2,21.33,1,0.882,2,6,3
637,5,2860,78.8,0.638,0.8,12.435,1,0.853,2,6,3.1
638,5,2860.5,73.13,0.667,2.6,9.145,1,0.824,2,6,3.3
639,5,2861,66.19,0.7,3,8.185,1,0.794,2,6,3.3
640,5,2861.5,67.14,0.727,3.8,8.49,1,0.765,2,6,3.3
641,5,2862,66.86,0.746,6.2,9.41,1,0.735,2,6,3.2
642,5,2862.5,67.83,0.747,8.8,10.57,1,0.706,2,6,3.1
643,5,2863,66.01,0.726,10.4,11.44,1,0.676,2,6,3.2
644,5,2863.5,63.89,0.698,10.4,11.56,1,0.647,2,6,3.2
645,5,2864,62.15,0.67,9,11.04,1,0.618,2,6,3.5
646,5,2864.5,63.38,0.637,9.2,10.57,1,0.588,2,6,3.5
647,5,2865,62.83,0.617,9.6,10.765,1,0.559,2,6,3.6
648,5,2865.5,62.75,0.616,11.2,10.75,1,0.529,2,6,3.6
649,5,2866,59.66,0.617,11.2,10.465,1,0.5,2,6,3.8
650,5,2866.5,67.99,0.625,14.3,11.855,1,0.471,2,6,3.7
651,5,2867,67.75,0.645,13.2,18.745,1,0.441,2,6,2.9
652,5,2867.5,76.63,0.676,1.3,28.06,1,0.412,3,6,2.5
653,5,2868,78.56,0.705,-6,27.415,1,0.382,3,6,2
654,5,2868.5,69.82,0.736,-11.1,21.085,1,0.353,3,6,2.8
655,5,2869,63.21,0.767,0.3,9.5,1,0.324,2,6,3.5
656,5,2869.5,56.18,0.799,2,5.64,1,0.294,2,6,3.6
657,5,2870,60.86,0.798,2.6,6.47,1,0.176,2,6,3.5
658,5,2870.5,67.52,0.712,5.3,9.15,1,0.147,2,6,3.2
659,5,2871,68.79,0.619,11.5,17.22,1,0.118,2,6,2.8
660,5,2871.5,76.18,0.54,1.2,32.92,1,0.088,3,6,2.4
661,5,2872,74.5,0.486,-2.1,38.485,1,0.059,3,6,2.2
662,5,2872.5,63.06,0.464,-4.1,36.14,1,0.029,3,6,2.5
663,4,2873,40.97,0.47,2.2,25.745,2,1,6,6,3.2
664,4,2873.5,35.02,0.481,2.2,17.06,2,0.857,6,6,3.5
665,4,2874,30.28,0.498,-1.7,10.485,2,0.714,6,6,4.1
666,4,2874.5,27.63,0.524,-3.1,5.835,2,0.571,6,6,4.8
667,4,2875,28.84,0.567,-1.3,3.865,2,0.429,6,6,4.7
668,4,2875.5,34.92,0.643,1.9,4.385,2,0.286,6,6,4
669,4,2876,46.06,0.732,5.2,6.805,2,0.143,6,6,3.5
670,7,2876.5,60.36,0.793,9.5,9.275,1,1,3,6,3.4
671,7,2877,79.94,0.804,12.1,10.99,1,0.977,3,6,3.3
672,7,2877.5,81.32,0.779,13,11.5,1,0.955,3,6,3.5
673,7,2878,80.39,0.738,10.7,10.86,1,0.932,3,6,3.5
674,7,2878.5,77.93,0.702,8.6,10.29,1,0.909,3,6,3.4
675,7,2879,75.73,0.679,6.8,9.89,1,0.886,3,6,3.3
676,7,2879.5,66,0.669,6.5,9.98,1,0.864,2,6,3.3
677,7,2880,74.79,0.666,5.8,9.985,1,0.841,2,6,3.5
678,7,2880.5,64.77,0.665,4.6,9.89,1,0.818,2,6,3.6
679,7,2881,62.9,0.659,3.9,10.335,1,0.795,2,6,3.5
680,7,2881.5,64.65,0.646,4.8,11.02,1,0.773,2,6,3.3
681,7,2882,63.61,0.625,6.2,11.625,1,0.75,2,6,3
682,7,2882.5,79.7,0.591,6.8,11.865,1,0.727,3,6,2.8
683,7,2883,80.43,0.544,6.1,11.935,1,0.705,3,6,2.8
684,7,2883.5,78.5,0.498,7.3,12.61,1,0.682,3,6,2.7
685,7,2884,67.3,0.456,8.3,14.11,1,0.659,2,6,2.7
686,7,2884.5,64.18,0.418,7.6,15.635,1,0.636,2,6,2.7
687,7,2885,55.59,0.387,6.5,16.275,1,0.614,2,6,2.6
688,7,2885.5,61.6,0.362,5.1,16.055,1,0.591,2,6,2.7
689,7,2886,59.33,0.346,5.8,15.965,1,0.568,2,6,2.7
690,7,2886.5,63.11,0.348,6.4,15.65,1,0.545,2,6,2.8
691,7,2887,62.47,0.358,7.7,15.31,1,0.523,2,6,3
692,7,2887.5,69.97,0.358,7.7,14.55,1,0.5,2,6,3.1
693,7,2888,71.32,0.358,8,14.36,1,0.477,2,6,3.3
694,7,2888.5,71.32,0.358,8,14.36,1,0.477,2,6,3.3
695,7,2889,72.08,0.358,8.6,14.54,1,0.455,2,6,3.1
696,7,2889.5,72.65,0.356,9.8,15.115,1,0.432,2,6,2.9
697,7,2890,69.38,0.354,8.1,15.995,1,0.409,2,6,2.7
698,7,2890.5,63.68,0.348,5.7,17.015,1,0.386,2,6,2.7
699,7,2891,63.96,0.328,5.1,17.755,1,0.364,2,6,2.6
700,7,2891.5,61.06,0.305,4.9,18.465,1,0.341,2,6,2.6
701,7,2892,68.77,0.286,5.3,19.315,1,0.318,2,6,2.5
702,7,2892.5,69.94,0.274,5,20.22,1,0.295,2,6,2.6
703,7,2893,68.94,0.27,4.6,20.435,1,0.273,1,6,2.6
704,7,2893.5,68.13,0.279,3.8,20.185,1,0.25,1,6,2.7
705,7,2894,69.83,0.301,3.1,19.13,1,0.227,1,6,2.6
706,7,2894.5,69.72,0.326,2.3,18.115,1,0.205,1,6,2.6
707,7,2895,79.64,0.35,3,16.33,1,0.182,1,6,2.7
708,7,2895.5,83.41,0.367,5.6,14.845,1,0.159,2,6,3
709,7,2896,85.63,0.386,7.6,14.515,1,0.136,3,6,2.6
710,7,2896.5,88.6,0.412,5.2,18.02,1,0.114,3,6,2.5
711,7,2897,81.3,0.453,-5.5,25.095,1,0.091,3,6,2.2
712,7,2897.5,81.46,0.505,-12.1,35.24,1,0.068,3,6,2
713,9,2899.5,67.06,0.607,-13.2,25.315,1,0.979,2,6,3.2
714,9,2900,63.21,0.607,-0.6,16.415,1,0.958,2,6,3.1
715,9,2900.5,62.1,0.607,0.7,15.25,1,0.938,2,6,2.9
716,9,2901,59.12,0.599,-1.9,15.465,1,0.917,1,6,2.8
717,9,2901.5,53.43,0.58,1.5,12.685,1,0.896,1,6,2.9
718,9,2902,55.43,0.556,3.9,11.32,1,0.875,1,6,3
719,9,2902.5,50.01,0.528,2.1,12.39,1,0.854,1,6,3
720,9,2903,54.96,0.493,1.2,12.93,1,0.833,1,6,2.9
721,9,2903.5,56.29,0.456,0.7,13.1,1,0.813,1,6,2.8
722,9,2904,57.56,0.425,1.3,13.6,1,0.792,1,6,2.9
723,9,2904.5,59.71,0.396,0.8,13.875,1,0.771,1,6,2.9
724,9,2905,59.88,0.371,1.2,14.2,1,0.75,1,6,2.9
725,9,2905.5,62.44,0.352,1.5,14.5,1,0.729,1,6,2.7
726,9,2906,65.13,0.342,1.4,15.285,1,0.708,1,6,2.7
727,9,2906.5,60.4,0.338,1.2,15.91,1,0.688,1,6,2.7
728,9,2907,63.4,0.346,0.1,15.585,1,0.667,1,6,2.8
729,9,2907.5,65.4,0.358,1.4,14.44,1,0.646,1,6,2.8
730,9,2908,60.44,0.371,3,13.57,1,0.625,1,6,2.9
731,9,2908.5,71.83,0.384,5.6,13.74,1,0.604,1,6,2.8
732,9,2909,78.1,0.389,7.1,14.31,1,0.583,1,6,2.8
733,9,2909.5,82.34,0.386,7.7,14.44,1,0.563,1,6,2.7
734,9,2910,85.94,0.384,7.7,14.25,1,0.542,1,6,2.7
735,9,2910.5,71.56,0.38,8.2,14.51,1,0.521,1,6,2.7
736,9,2911,69.26,0.373,7.2,15.655,1,0.5,1,6,2.7
737,9,2911.5,65.79,0.365,6,16.385,1,0.479,1,6,2.8
738,9,2912,58.76,0.354,3.5,16.94,1,0.458,1,6,2.7
739,9,2912.5,60.11,0.342,1.3,17.025,1,0.438,1,6,2.6
